pclass,survival,sex,age,fare,embarked_Queenstown,embarked_Southampton
3,0,1,25.0,7.74170017,True,False
3,0,1,22.0,8.05000019,False,True
3,1,0,16.0,7.73330021,True,False
3,1,1,9.0,20.5249996,False,True
3,0,1,33.0,20.5249996,False,True
3,0,1,41.0,7.8499999,False,True
3,1,0,31.0,20.5249996,False,True
3,0,1,38.0,7.05000019,False,True
3,0,1,9.0,46.9000015,False,True
3,0,1,1.0,46.9000015,False,True
3,0,1,11.0,46.9000015,False,True
3,0,0,10.0,46.9000015,False,True
3,0,0,16.0,46.9000015,False,True
3,0,1,14.0,46.9000015,False,True
3,0,1,40.0,46.9000015,False,True
3,0,0,43.0,46.9000015,False,True
3,0,1,51.0,8.05000019,False,True
3,0,1,32.0,8.36250019,False,True
3,0,1,20.0,9.8458004,False,True
3,0,1,37.0,7.92500019,False,True
3,0,1,28.0,7.92500019,False,True
3,0,1,19.0,7.7750001,False,True
3,0,0,24.0,8.85000038,False,True
3,0,0,17.0,7.73330021,True,False
3,0,1,28.0,15.8500004,False,True
3,1,0,24.0,15.8500004,False,True
3,0,1,20.0,9.5,False,True
3,0,1,23.5,7.22919989,False,False
3,0,1,41.0,14.1083002,False,True
3,0,1,26.0,7.85419989,False,True
3,0,1,21.0,7.85419989,False,True
3,1,0,45.0,14.1083002,False,True
3,0,1,25.0,7.25,False,True
3,0,1,11.0,18.7875004,False,False
3,1,1,27.0,6.9749999,False,True
3,0,0,18.0,6.75,True,False
3,1,0,26.0,7.92500019,False,True
3,0,0,23.0,7.92500019,False,True
3,1,0,22.0,8.96249962,False,True
3,0,1,28.0,7.89580011,False,True
3,0,0,28.0,7.7750001,False,True
3,1,0,2.0,12.2875004,False,True
3,1,0,22.0,12.2875004,False,True
3,0,1,43.0,6.44999981,False,True
3,0,1,28.0,22.5249996,False,True
3,1,0,27.0,7.92500019,False,True
3,0,1,42.0,7.6500001,False,True
3,0,1,30.0,7.22919989,False,False
3,0,0,27.0,7.92500019,False,True
3,0,0,25.0,7.92500019,False,True
3,1,1,29.0,7.89580011,False,False
3,1,1,21.0,7.79580021,False,True
3,0,1,20.0,7.85419989,False,True
3,0,1,48.0,7.85419989,False,True
3,0,1,17.0,7.05420017,False,True
3,0,1,34.0,6.49580002,False,True
3,1,1,26.0,7.7750001,False,True
3,0,1,22.0,7.79580021,False,True
3,0,1,33.0,8.6541996,False,True
3,0,1,31.0,7.7750001,False,True
3,0,1,29.0,7.85419989,False,True
3,1,1,4.0,11.1332998,False,True
3,1,0,1.0,11.1332998,False,True
3,0,1,49.0,0.0,False,True
3,0,1,33.0,7.7750001,False,True
3,0,1,19.0,0.0,False,True
3,1,0,27.0,11.1332998,False,True
3,0,1,23.0,7.89580011,False,True
3,1,1,32.0,7.85419989,False,True
3,0,1,27.0,7.85419989,False,True
3,0,0,20.0,9.82499981,False,True
3,0,0,21.0,9.82499981,False,True
3,1,1,32.0,7.92500019,False,True
3,0,1,17.0,7.125,False,True
3,0,1,21.0,8.43330002,False,True
3,0,1,30.0,7.89580011,False,True
3,1,1,21.0,7.79580021,False,True
3,0,1,33.0,7.85419989,False,True
3,0,1,22.0,7.52080011,False,True
3,1,0,4.0,13.4167004,False,False
3,1,1,39.0,13.4167004,False,False
3,0,1,18.5,7.22919989,False,False
3,0,1,34.5,7.82919979,True,False
3,0,1,44.0,8.05000019,False,True
3,0,0,22.0,8.66250038,False,True
3,0,1,26.0,8.66250038,False,True
3,1,0,4.0,22.0249996,False,True
3,1,1,29.0,22.0249996,False,True
3,1,0,26.0,22.0249996,False,True
3,0,0,1.0,12.1833,False,True
3,0,1,18.0,7.85419989,False,True
3,0,0,36.0,12.1833,False,True
3,1,1,25.0,7.22919989,False,False
3,0,0,37.0,9.58749962,False,True
3,1,0,22.0,7.25,False,True
3,1,1,26.0,56.4958,False,True
3,0,1,29.0,9.48330021,False,True
3,0,1,29.0,7.7750001,False,True
3,0,1,22.0,7.7750001,False,True
3,1,1,22.0,7.2249999,False,False
3,0,1,32.0,7.92500019,False,True
3,0,1,34.5,6.4375,False,False
3,0,1,36.0,0.0,False,True
3,0,1,39.0,24.1499996,False,True
3,0,1,24.0,9.5,False,True
3,0,0,25.0,7.7750001,False,True
3,0,0,45.0,7.75,False,True
3,0,1,36.0,15.5500002,False,True
3,0,0,30.0,15.5500002,False,True
3,1,1,20.0,7.92500019,False,True
3,0,1,28.0,56.4958,False,True
3,0,1,30.0,16.1000004,False,True
3,0,0,26.0,16.1000004,False,True
3,0,1,20.5,7.25,False,True
3,1,1,27.0,8.66250038,False,True
3,0,1,51.0,7.05420017,False,True
3,1,0,23.0,7.85419989,False,True
3,1,1,32.0,7.57919979,False,True
3,1,1,24.0,7.14169979,False,True
3,0,1,22.0,7.125,False,True
3,0,1,29.0,7.92500019,False,True
3,0,0,30.5,7.75,True,False
3,0,1,35.0,7.89580011,False,False
3,0,1,33.0,7.89580011,False,True
3,1,0,15.0,8.0291996,True,False
3,0,0,35.0,7.75,True,False
3,0,1,24.0,16.1000004,False,True
3,0,0,19.0,16.1000004,False,True
3,0,1,55.5,8.05000019,False,True
3,1,1,21.0,7.7750001,False,True
3,0,1,24.0,7.89580011,False,True
3,0,1,21.0,7.89580011,False,True
3,0,1,28.0,7.89580011,False,True
3,0,1,25.0,7.6500001,False,True
3,1,1,6.0,12.4750004,False,True
3,1,0,27.0,12.4750004,False,True
3,0,1,34.0,8.05000019,False,True
3,1,0,24.0,7.75,True,False
3,0,1,18.0,7.75,False,True
3,0,1,22.0,7.89580011,False,True
3,1,0,15.0,7.2249999,False,False
3,1,0,1.0,15.7417002,False,False
3,1,1,20.0,15.7417002,False,False
3,1,0,19.0,15.7417002,False,False
3,0,1,33.0,8.05000019,False,True
3,1,1,12.0,11.2417002,False,False
3,1,0,14.0,11.2417002,False,False
3,0,0,29.0,7.92500019,False,True
3,0,1,28.0,8.05000019,False,True
3,1,0,18.0,7.7750001,False,True
3,1,0,26.0,7.85419989,False,True
3,0,1,21.0,7.85419989,False,True
3,0,1,41.0,7.125,False,True
3,1,1,39.0,7.92500019,False,True
3,0,1,21.0,7.80000019,False,True
3,0,1,28.5,7.22919989,False,False
3,1,0,22.0,7.75,False,True
3,0,1,61.0,6.23750019,False,True
3,0,1,23.0,9.22500038,False,True
3,1,0,22.0,7.7750001,False,True
3,1,1,9.0,3.17079997,False,True
3,0,1,28.0,22.5249996,False,True
3,0,1,42.0,8.4041996,False,True
3,0,0,31.0,7.85419989,False,True
3,0,1,28.0,7.85419989,False,True
3,1,1,32.0,7.7750001,False,True
3,0,1,20.0,9.22500038,False,True
3,0,0,23.0,8.66250038,False,True
3,0,0,20.0,8.66250038,False,True
3,0,1,20.0,8.66250038,False,True
3,0,1,16.0,9.2166996,False,True
3,1,0,31.0,8.68330002,False,True
3,0,1,2.0,21.0750008,False,True
3,0,1,6.0,21.0750008,False,True
3,0,0,3.0,21.0750008,False,True
3,0,0,8.0,21.0750008,False,True
3,0,0,29.0,21.0750008,False,True
3,0,1,1.0,39.6875,False,True
3,0,1,7.0,39.6875,False,True
3,0,1,2.0,39.6875,False,True
3,0,1,16.0,39.6875,False,True
3,0,1,14.0,39.6875,False,True
3,0,0,41.0,39.6875,False,True
3,0,1,21.0,8.66250038,False,True
3,0,1,19.0,14.5,False,True
3,0,1,32.0,7.89580011,False,True
3,0,1,0.75,13.7749996,False,True
3,0,0,3.0,13.7749996,False,True
3,0,0,26.0,13.7749996,False,True
3,0,1,21.0,7.92500019,False,True
3,0,1,25.0,7.92500019,False,True
3,0,1,22.0,7.25,False,True
3,1,1,25.0,7.7750001,False,True
3,0,1,24.0,8.05000019,False,True
3,0,0,28.0,7.89580011,False,True
3,0,1,19.0,7.89580011,False,True
3,0,1,25.0,7.7750001,False,True
3,0,0,18.0,7.7750001,False,True
3,1,1,32.0,8.05000019,False,True
3,0,1,17.0,8.66250038,False,True
3,0,1,24.0,8.66250038,False,True
3,0,1,38.0,7.89580011,False,True
3,0,1,21.0,8.05000019,False,True
3,0,1,10.0,29.125,True,False
3,0,1,4.0,29.125,True,False
3,0,1,7.0,29.125,True,False
3,0,1,2.0,29.125,True,False
3,0,1,8.0,29.125,True,False
3,0,0,39.0,29.125,True,False
3,0,0,22.0,39.6875,False,True
3,0,1,35.0,7.125,False,True
3,0,1,50.0,14.5,False,True
3,0,0,47.0,14.5,False,True
3,0,0,2.0,20.2124996,False,True
3,0,1,18.0,20.2124996,False,True
3,0,0,41.0,20.2124996,False,True
3,0,1,50.0,8.05000019,False,True
3,0,1,16.0,8.05000019,False,True
3,0,1,25.0,7.2249999,False,False
3,0,1,38.5,7.25,False,True
3,0,1,14.5,69.5500031,False,True
3,0,1,24.0,9.32499981,False,True
3,1,0,21.0,7.6500001,False,True
3,0,1,39.0,7.92500019,False,True
3,1,0,1.0,16.7000008,False,True
3,1,0,24.0,16.7000008,False,True
3,1,0,4.0,16.7000008,False,True
3,1,1,25.0,9.5,False,True
3,0,1,20.0,8.05000019,False,True
3,0,1,24.5,8.05000019,False,True
3,1,1,29.0,9.5,False,True
3,0,1,22.0,7.22919989,False,False
3,0,1,40.0,7.89580011,False,True
3,0,1,21.0,7.92500019,False,True
3,1,0,18.0,7.49580002,False,True
3,0,1,4.0,27.8999996,False,True
3,0,1,10.0,27.8999996,False,True
3,0,0,9.0,27.8999996,False,True
3,0,0,2.0,27.8999996,False,True
3,0,1,40.0,27.8999996,False,True
3,0,0,45.0,27.8999996,False,True
3,0,1,19.0,7.6500001,False,True
3,0,1,30.0,8.05000019,False,True
3,0,1,32.0,8.05000019,False,True
3,0,1,33.0,8.66250038,False,False
3,1,0,23.0,7.55000019,False,True
3,0,1,21.0,8.05000019,False,True
3,0,1,19.0,7.89580011,False,True
3,0,0,22.0,9.83749962,False,True
3,1,1,31.0,7.92500019,False,True
3,0,1,27.0,8.66250038,False,True
3,0,0,2.0,10.4624996,False,True
3,0,0,29.0,10.4624996,False,True
3,1,1,16.0,8.05000019,False,True
3,1,1,44.0,7.92500019,False,True
3,0,1,25.0,7.05000019,False,True
3,0,1,74.0,7.7750001,False,True
3,1,1,14.0,9.22500038,False,True
3,0,1,24.0,7.79580021,False,True
3,1,1,25.0,7.79580021,False,True
3,0,1,34.0,8.05000019,False,True
3,1,1,0.416700006,8.51669979,False,False
3,1,0,16.0,8.51669979,False,False
3,0,1,32.0,7.92500019,False,True
3,0,1,30.5,8.05000019,False,True
3,0,1,44.0,8.05000019,False,True
3,1,1,25.0,0.0,False,True
3,1,1,7.0,15.2458,False,False
3,1,0,9.0,15.2458,False,False
3,1,0,29.0,15.2458,False,False
3,0,1,36.0,7.89580011,False,True
3,1,0,18.0,9.8416996,False,True
3,1,0,63.0,9.58749962,False,True
3,0,1,11.5,14.5,False,True
3,0,1,40.5,14.5,False,True
3,0,0,10.0,24.1499996,False,True
3,0,1,36.0,24.1499996,False,True
3,0,0,30.0,24.1499996,False,True
3,0,1,33.0,9.5,False,True
3,0,1,28.0,9.5,False,True
3,0,1,28.0,9.5,False,True
3,0,1,47.0,9.0,False,True
3,0,0,18.0,18.0,False,True
3,0,1,31.0,18.0,False,True
3,0,1,16.0,18.0,False,True
3,0,0,31.0,18.0,False,True
3,1,1,22.0,7.2249999,False,False
3,0,1,20.0,7.85419989,False,True
3,0,0,14.0,7.85419989,False,True
3,0,1,22.0,7.89580011,False,True
3,0,1,22.0,9.0,False,True
3,0,1,32.5,9.5,False,True
3,1,0,38.0,7.22919989,False,False
3,0,1,51.0,7.75,False,True
3,0,1,18.0,6.49580002,False,True
3,0,1,21.0,6.49580002,False,True
3,1,0,47.0,7.0,False,True
3,0,1,28.5,16.1000004,False,True
3,0,1,21.0,7.25,False,True
3,0,1,27.0,8.66250038,False,True
3,0,1,36.0,9.5,False,True
3,0,1,27.0,14.4541998,False,False
3,1,0,15.0,14.4541998,False,False
3,0,1,45.5,7.2249999,False,False
3,0,0,14.5,14.4541998,False,False
3,0,1,26.5,7.2249999,False,False
3,0,1,27.0,7.2249999,False,False
3,0,1,29.0,7.875,False,True
